job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9
Lead SEO Manager (M/F/D),NA,h,U377,0,0.13,0.12,0.75,0.02,1,0.21,0.52,0.82,0.96,0.78,0.68,0.61,0.09,0.04,0.31,0.62,0.59,NaN,0.37,0.57,0.43,0.61,0.59,0.56,0.48,0.87,0.09,0.31,0.22,0.21,0.87,0.76,0.18,0.97,0.47,0.48,0.95,0.06,0.57,0.03,0.83,NaN,0.2,0.74,0.41,0.41,0.94,0.19,0.5,0.87,0.51,0.91,NaN,0.31,0.11,0.64
Lead Backend Engineer - Deep Learning,NA,a,U378,1,0.12,0.41,0.97,0.93,0.42,0.3,0.13,0.83,0.43,0.57,0.98,0.54,0.85,0.42,0.82,0.27,0.3,NaN,0.13,0.1,0.88,0.97,0.76,NaN,0.34,0.47,0.86,0.41,0.65,0.2,0.71,0.21,0.67,NaN,0.84,0.47,0.15,0.84,0.12,0.37,0.61,0.97,0.31,0.28,0.9,0.81,0.83,0.02,0.28,0.85,0.56,0.39,0.45,0.21,0.26,0.51
Senior UI Designer,54000,g,U379,1,0.61,0.51,0.6,0.26,0.15,0.88,0.42,0.45,0.4,0.01,0.27,NaN,0.8,0.01,0.49,0.56,0.48,NaN,0.29,0.18,0.24,0.43,0.7,NaN,0.8,0.82,0.8,0.77,0.78,0.25,0.55,0.92,0.92,0.98,0.78,0.48,0.12,0.72,0.87,0.35,0.52,0.9,0.46,0.21,0.8,0.01,0.88,NaN,0.64,0.25,0.89,0.21,0.85,0.08,0.08,0.04
Junior AI Researcher - Pricing & Forecasting,NA,e,U380,0,0.78,0.93,0.49,0.61,0.61,0.09,0.9,0.18,0.91,0.92,0.77,0.04,0.11,0.42,0.37,1,0.15,0.43,0.19,0.46,0.03,0.93,0.3,NaN,0.18,0.21,0.32,0.6,0.08,0.28,0.51,0.43,0.6,0.08,0.06,0.39,0.4,0.1,0.3,0.59,0.6,0.9,0.95,0.61,0.99,0.21,0.12,0.74,0.64,0.21,0.78,0.24,0.42,0.2,0.58,0.56
Lead Data Analyst - Pricing Team (m/f/d),NA,a,U381,1,0.48,0.26,0.16,0.23,0.42,0.73,0.79,0.71,0.54,0.6,0.7,0.88,0.86,0.52,0.67,0.55,0.14,NaN,0.03,0.89,0.06,0.85,0.97,NaN,0.18,0.04,0.45,0.98,0.33,0.16,0.64,0.21,0.19,0.59,0.02,0.75,0.35,0.17,0.47,0.74,0.34,0.91,0.94,0.93,0.01,0.74,0.31,0.97,0.57,0.47,0.03,0.29,0.9,0.04,0.18,0.63
Lead Product Consultant - NLP (m/f/d),NA,a,U382,1,0.98,0.32,0.63,0.6,0.12,0.95,0.53,0.33,0.18,0.34,0.78,0.74,0.51,0.21,0.44,0.18,0.01,0.43,0.51,0.06,0.72,0.53,0.3,0.3,0.07,0.2,0.98,0.47,0.42,0.91,0.16,0.07,0.31,0.05,0.65,0.23,0.78,0.15,0.13,0.4,0.85,0.7,0.49,0.58,0.37,0.1,0.8,0.13,0.61,0.85,0.13,0.62,0.12,0.95,0.87,0.99
Lead Backend Developer - Deep Learning,NA,g,U383,0,0.28,0.84,0.93,0.78,0.86,0.57,0.06,0.52,0.05,0.12,0.2,0.06,NaN,0.6,NaN,0.37,0.25,NaN,0.63,0.58,0.43,0.37,0.78,0.26,0.48,0.74,0.88,0.92,0.16,0.15,0.97,0.19,0.25,0.95,0.43,0.64,0.48,0.53,0.82,0.06,0.92,0.91,0.91,0.07,0.03,0.94,0.01,0.94,0.59,0.41,0.65,0.71,0.05,0.34,0.73,0.71
Lead Reserch Scientist - Pricing & Forecasting,51000,h,U384,0,0.49,0.63,0.8,0.2,0.88,0.32,0.89,0.05,0.73,0.45,0.28,0.38,0.92,0.77,NaN,0.62,0.14,NaN,0.94,0.77,0.2,0.13,0.17,NaN,0.68,0.91,0.33,0.04,0.37,0.57,0.95,0.7,0.6,NaN,0.97,0.93,0.12,0.47,0.39,0.71,0.8,0.21,0.83,0.32,0.21,0.77,0.69,0.93,0.07,0.9,NaN,0.63,0.68,0.62,0.84,0.14
Senior Data Scientist - Supplier Financing M/F/D,63000,e,U385,0,0.87,0.81,0.42,0.28,0.9,0.41,0.2,0.81,0.96,0.39,0.69,0.89,0.74,0.63,0.23,0.13,0.78,NaN,0.17,0.97,0.71,0.77,0.49,0.32,0.52,0.6,0.21,0.45,0.2,0.17,0.36,0.38,0.97,0.38,0,0.85,0.54,0.09,0.71,0.23,0.7,0.98,0.22,0.18,0.38,0.32,0.54,0.34,0.63,0.55,0.64,0.12,0.21,0.95,0.79,0.3
Lead Manager Policy Affairs - New Ventures M/F/D,NA,b,U386,0,0.38,0.58,0.24,0.12,0.39,0.95,0.57,0.94,0.17,0.19,0.91,0.41,0.45,0.37,0.65,0.86,0,0.57,0.32,0.11,0.58,0.77,0.14,NaN,0.5,0.23,0.74,0.45,0.57,0.25,0.92,0.6,0.8,0.45,0.38,0.73,0.12,0.17,0.65,0.93,0.25,0.63,0.95,0.52,0.36,0.93,0.86,0.55,0.6,0.66,0.85,0.99,0.29,0.87,0.26,0.34
Junior Brand Manager - (Remote) m/f/d,51000,h,U387,1,0.27,0.34,0.95,0.38,0.08,0.59,0.86,0.91,0.93,0.08,0.25,0.72,0.15,0.51,0.11,1,0.71,NaN,0.28,1,0.1,0.89,0.46,0.95,0.96,0.04,0.42,0.94,0.77,0.61,0.81,0.61,0.19,0.07,NaN,0.72,0.77,0.7,0.86,0.67,0.74,0.8,0.76,0.16,0.56,0.52,0.64,0.55,0.17,0.66,0.66,0.53,0.25,0.03,0.25,0.05
 Big Data Analyst - (Internal Audit) (M/F/D),53000,g,U388,1,0.08,0.16,0.72,0.14,0.46,0.8,0.44,0.31,0.29,0.86,NaN,0.74,0.42,0.03,0.01,0,0.67,0.58,0.17,0.58,0.12,0.66,0.79,0.51,0.9,0.57,0.04,0.55,0.35,0.36,0.96,0.76,0.52,0.24,0.94,NaN,0.68,0.43,0.63,0.66,0.61,0.78,0.58,0.37,0.75,0.38,0.5,0.29,0.24,0.29,0.36,0.24,0.94,0.71,0.1,0.83
Junior Software Engineer,NA,g,U389,1,0.45,0.74,0.5,0.68,0.25,0.01,0.6,0.24,0.3,0.85,0.52,0.98,0.46,0.31,0.87,0.07,0.38,0.54,0.08,0.36,0.47,0.14,0.28,NaN,NaN,0.62,0.24,1,0.04,0.84,0.23,0.14,0.03,0.02,0.48,0.21,0.26,0.21,0.51,0.1,0.99,0.73,0.29,0.45,0.33,0.71,0.46,0.06,0.9,0.99,0.08,0.75,0.93,0.71,0.96,0.35
Senior SEO Manager - (Remote) (m/f/d),63000,e,U390,1,0.82,0.17,0.87,0.88,0.15,0.59,0.86,0.43,0.92,0.56,0.51,0.79,0.36,NaN,0.76,0.9,0.47,NaN,0.55,0.68,0.77,0.41,0,NaN,0.84,0.95,0.25,0.09,0.11,0.04,0.72,0.71,NaN,0.25,0.89,0.01,0.94,0.23,0.42,0.51,0.21,0.11,0.57,0.35,0.32,0.9,0.1,0.81,0.27,0.4,0.09,0.79,0.36,0.84,0.62,0.1
Senior Online Marketing Manager - Mobile M/F/D,NA,h,U391,0,0.15,0.44,0.53,0.55,0.1,0.24,0.63,0.97,0.41,0.74,NaN,0.73,0.01,0.57,0.7,0.84,0.74,0.74,0.99,0.21,0.02,0.05,0.23,NaN,0.25,0.31,0.73,0.8,0.53,0.99,0.29,0.46,0.58,0.95,0.73,0.98,0.6,0.26,0.16,0.93,0.57,0.04,0.11,0.2,0.78,NaN,0.91,0.4,0.94,0.11,0.95,0.33,0.82,0.54,0.17,0.78
Junior Sustainability Manager - France,52000,h,U392,1,0.37,0.6,0.7,0.36,0.93,0.55,0.3,0.71,0.52,0.34,0.39,0.18,0.9,0.59,0.68,0.8,0.8,NaN,0.7,0.12,0.15,0.82,0.16,NaN,0.68,0.68,NaN,0.46,0.98,0.57,0.62,0.91,0.17,0.6,0.88,0.65,0.7,0.34,0.75,0.36,0.81,0.45,0.08,0.38,0.19,0.69,0.91,0.6,0.81,0.59,0.03,0.36,0.06,0.5,0.71,0.53
Senior Offline Marketing Manager - New Ventures  (M/F/D),NA,h,U393,0,0.81,0.6,0.84,0.92,0.61,0.23,0.54,0.04,0.31,0.19,0.6,0.15,0.46,0.8,0.09,0.13,0.53,NaN,0.7,0.99,0.51,0.78,0.43,0.41,0.2,0.79,0.24,0.95,0.28,0.53,0.25,0.22,0.57,0.57,0.07,0.83,0.69,0.43,0.09,0.21,0.51,0.26,1,0.3,0.67,0.67,0.54,0.3,0.44,0.36,0.97,0.87,0.57,0.03,0.07,0.88
Lead Brand Manager - New Ventures ,NA,f,U394,1,0.21,0.44,0.38,0.49,0.43,0.86,0.02,0.42,0.77,0.66,0.28,0.21,0.36,0.93,0.31,0.32,0.3,0.3,0.66,0.49,0.85,0.08,0.33,NaN,0.11,0.76,0.78,0.97,0.32,0.17,0.59,0.11,0.95,0.19,0.99,0.12,0.81,0.39,0.1,0.09,0,0.4,0.19,0,0.76,0.93,0.98,0.18,0.14,0.36,0.66,0.52,0.07,0.37,0.26,0.05
Junior Frontend Engineer - (Remote),NA,h,U395,0,0.41,NaN,0.87,0.77,0.19,0.52,0.11,1,0.35,0.92,NaN,0.03,0.58,0.11,0.47,0.02,0.67,0.94,0.1,0.02,0.22,0.55,0.35,NaN,0.98,0.84,0.06,0.3,0.67,0.8,0.3,0.84,0.16,0.74,0.47,0.03,0.57,NaN,0.78,0.32,0.78,0.39,0.52,0.05,0.17,0.8,0.02,0.81,0.43,NaN,0.24,0.75,0.4,0.52,0.91,0.76
Senior Backend Developer m/f/d,NA,a,U396,0,0.33,0.3,0.69,0.59,0.16,0.74,0.41,0.35,0.78,0.35,0.11,0.14,0.15,0.5,0.7,0.32,0.11,NaN,NaN,0.94,0.55,0.39,0.13,NaN,0.46,0.55,0.12,0,0.2,0.48,0.07,0.96,0.45,0.28,0.12,0.29,0.89,0.28,0.93,0.52,0.39,0.05,0.4,0.71,0.62,0.1,0.49,0.41,0.96,0.72,0.1,0.39,0.05,0.45,0.27,0.61
 Operations Manager - France,NA,d,U397,1,0.1,0.25,0.26,0.53,0.78,0.76,0.04,0.28,0.95,0.21,0.72,0.23,0.7,0.51,0.2,0.56,0.5,NaN,0.2,0.61,0.79,0.05,0.97,NaN,0.36,0.84,0.53,0.28,0.4,0.79,0.59,0.5,0.05,0.5,0.52,0.23,0.83,0.35,0.34,0.89,0.69,0.39,0.2,0.16,0.56,0.25,0.03,0.22,0.03,0.93,0.52,0.25,0.13,0.45,0.65,0.16
 Backend Engineer - (Remote),NA,g,U398,1,0.81,0.22,0.67,0.1,0.85,0.79,0.34,0.02,0.95,0.19,0.53,0.03,NaN,0.28,0.51,0.55,0.57,0.61,0.85,0.66,0.83,0.05,0.14,0.32,0.75,0.73,0.9,0.95,0.47,0.96,0.47,0.71,0.04,0.92,0.62,0.76,0.53,0.56,0.03,0.63,0.19,0.3,0.5,0.15,0.41,0.83,0.69,0.75,0.27,0.57,0.18,0.83,0.68,0.2,0.59,NaN
Lead Manager Innovation Lab - New Ventures M/F/D,NA,b,U399,1,0.95,0.04,0.37,0.27,0.25,0.08,0.05,0.97,0.71,0.2,0.43,0.49,1,0.96,0.25,0.98,0.68,0.33,0.83,0.71,0.65,0.18,0.97,0.83,0.22,0.75,0.58,0.83,0.58,0.51,0.79,0.79,0.2,0.98,0.2,0.9,0.65,0.66,0.21,0.71,0.29,0.29,0.95,0.5,0.91,0.55,0.71,0.26,0.57,0.99,0.34,0.75,0.17,0.8,0.03,NaN
Junior Manager Policy Affairs - France,NA,f,U400,0,0.25,0.4,0.34,0.89,0.35,0.87,NaN,0.95,0.94,0.38,NaN,0.82,0.63,0.08,0.71,0.99,0.9,NaN,0.53,0.17,0.68,0.99,NaN,0.12,0.36,0.28,0.28,0.08,0.88,0.44,0.33,0.67,0.14,0.49,0.89,0.81,0.41,0.34,0.64,0.53,0.77,0.46,0.51,0.79,0.22,0.78,0.24,0.21,0.47,0.27,0.35,0.2,0.34,0.07,0.98,0.16
 AI Researcher - Supplier Financing,NA,a,U401,0,0.77,0.89,0.22,0.48,0.62,0.32,0.77,0.78,0.02,0.69,0.26,0.13,0.16,0.65,0.26,0.74,0.51,NaN,0.71,0.96,0.81,0.82,0.18,0.22,NaN,0.55,0.93,0.73,0.03,0.07,0.51,0.84,0.5,0.1,0.24,0.11,0.98,0.84,0.75,0.8,0.29,0.5,0.82,0.17,0.75,0.75,0.44,0.54,0.01,0.05,0.43,0.91,0.02,0.27,0.9,0.22
Junior Backend Engineer - (Remote),NA,b,U402,1,0.18,0.11,0.1,0.08,0.77,0.86,0.67,0.09,0.61,0.05,0.28,0.68,0.3,0.85,0.23,0.83,0.72,0.23,0.34,0.47,0.33,0.51,0.97,0.75,0.67,0.15,0.24,0.93,0.93,0.09,0.11,0.18,0.28,0.1,0.79,0.59,0.68,0.84,0.19,0.43,0.04,0.47,0.53,0.29,0.72,0.7,0.94,0.98,0.53,0.57,0.59,0.92,0.79,0.16,0.74,0.95
Junior Offline Marketing Manager,NA,e,U403,1,0.53,0.42,0.64,0.36,0.72,0.23,0.48,0.11,0.98,0.28,0.68,0.11,0.33,0.44,0.77,0.05,0.88,NaN,0.45,0.24,0.11,0.97,0,0.45,0.86,0.17,NaN,0.51,0.57,0.6,0.36,0.63,0.41,0.71,0.99,0.76,0.58,0.29,0.65,0.13,0.31,0.04,0.97,0.12,0.33,0.88,0.08,0.19,0.42,0.44,0.38,0.1,0.78,0.48,0.2,0.72
 SEO Manager m/f/d,NA,d,U404,0,0.28,0.11,0.29,0.49,0.82,0.58,0.78,0.69,0.56,0.91,0.85,0.44,0.8,0.19,0.21,0.23,0.23,NaN,0.59,0.41,0.41,0.06,0.04,NaN,0.1,0.95,0.68,0.19,0.28,0.85,0.38,0.79,0.64,NaN,0.08,0.93,0.62,0.66,0.99,0.07,0.1,0.86,0.23,0.51,0.16,0.05,0.29,0.68,0.47,0.68,0.64,0.46,0.34,0.93,NaN,0.1
 Onboarding Manager - New Ventures,NA,c,U405,0,0.49,0.77,0.02,0.49,0.4,0.52,0.48,0.37,0.66,0.84,0.74,0.82,0.31,0.25,0.44,0.26,0.27,NaN,0.67,0.14,0.29,0.61,0.23,NaN,0.38,0.29,0.08,0.73,0.18,0.92,0.22,0.46,0.43,NaN,0.33,0.02,0.16,0.37,0.12,0.86,NaN,0.73,0.02,0.57,0.87,0.11,0.69,0.04,0.07,0.13,0.86,0.08,0.02,0.14,0.19,0.94
Senior Data Analyst - Pricing Team M/F/D,58000,g,U406,1,0.87,0.39,0.65,0.33,0.94,0.03,0.47,0.06,0.79,0.09,0.68,0.22,0.9,0.88,0.98,0.29,0.5,NaN,0.84,0.73,0.13,0.55,0.64,NaN,0.55,0.69,0.6,0.72,0.22,0.13,0.77,0.48,0.48,0.16,0.11,0.8,0.76,0.84,0.13,0.52,0.46,0.65,0.27,0.6,0.02,0.36,0.4,0.55,0.19,0.87,0.61,0,0.82,0.79,0.78,0.57
Junior Software Engineer,NA,c,U407,1,0.55,0.56,0.19,0.3,0.7,0.51,0.82,0.72,0.81,0.45,0.61,0.61,0.61,0.83,0.14,0.23,0.72,NaN,0.93,0.55,0.18,0.15,0.29,NaN,0.8,0.72,0.35,0,0.95,0.68,0.68,0.22,0.8,0.45,0.41,0.64,0.37,0.71,0.05,0.5,0.4,NaN,0.01,0.79,0.34,0.23,0.25,0.67,0.21,0.85,0.91,0.73,0.21,0.89,0.44,0.96
Junior Data Science Manager (m/f/d),67000,a,U408,0,0.48,0.22,0.98,0.58,0.51,0.4,0.47,0.13,0.62,0.37,0.71,0.8,0.53,0.18,0.12,0.29,0.71,NaN,0.1,0.91,0.79,0.49,0.46,NaN,0.5,0.4,0.33,0.87,0.25,0.93,0.71,0.04,0.79,0.71,0.05,0.54,0.82,NaN,0.81,0.99,0.29,0.27,0.04,0.82,0.36,0.96,0.4,0.77,0.71,0.3,0.74,0.06,NaN,0.76,0.35,0.06
Senior SEO Marketeer - (Remote),NA,f,U409,0,0.18,0.65,0.99,0.72,0.43,0.14,0.88,0.59,0.33,0.29,0.08,0.52,0.7,0.62,0.66,0.13,0.01,0.34,0.96,0.78,0.23,0.71,0.86,NaN,0.4,0.83,0.02,0.37,0.05,0.38,0.21,0.62,0.66,0.71,0.85,0.94,0.96,0.88,0.07,0.69,0.96,0.68,0.71,0.75,0.5,0.67,0.67,0.04,0.44,0.76,0.25,0.99,0.04,0.07,0.81,0.17
Lead Software Developer - Deep Learning,NA,b,U410,0,0.64,0.05,0.51,0.17,0.11,0.69,0.24,0.59,0.45,0.72,0.78,0.67,0.42,0.54,0.21,0.71,0.86,NaN,0.33,0.61,0.84,0.89,0.66,NaN,0.87,0.25,0.65,0.67,0.71,0.41,0.72,0.56,0.83,0.41,0.89,0.3,0.32,0.16,0.46,0.72,0.97,0.92,0.08,0.33,0.55,0.52,0.76,0.09,0.98,NaN,0.74,0.83,NaN,0.92,0.04,0.11
 Performance Marketing Manager - Mobile m/f/d,NA,c,U411,0,0.58,0.77,0.2,0.14,0.2,0.1,0.09,0.99,0.87,0.67,0.63,0.29,0.03,0.24,0.14,0.85,0.61,NaN,0.56,0.91,0.97,0.74,0.34,NaN,0.29,0.25,0.09,0.34,0.76,0.47,0.29,0.76,0.3,0.39,0.26,0.27,0.15,0.47,0.93,0.51,0.97,0.04,0.11,0.45,0.43,0.8,0.97,0.37,0.7,0.5,0.89,NaN,0.28,0.46,0.89,0.49
 Growth Marketing Manager - New Ventures ,NA,c,U412,0,0.5,0.88,0.65,0.32,0.65,0.62,0.02,NaN,0.64,0.72,NaN,0.71,0.94,0.84,0.09,0.99,0.42,NaN,0.45,0.39,0,0.3,0.66,NaN,0.57,0.12,0.72,0.3,0.16,0.34,0.32,0.83,0.81,0.59,0.25,0.39,0.85,0.14,0.56,0.09,0.98,0.52,0.32,0.14,0.4,0.99,0.42,0.48,0.51,0.6,0.08,0.12,0.76,0.69,0.8,0.46
Junior Sustainability Manager - France,NA,f,U413,1,0.15,0.01,0.96,0.08,0.83,0.5,0.69,0.15,0.45,0.81,0.85,0.73,0.62,0.16,0.98,0.99,0.69,NaN,0.47,0.94,0.15,0.08,0.19,0.99,0.68,0.54,0.79,0.83,0.43,0.87,0.34,0.72,0.19,0.67,NaN,0.93,0.34,0.81,0.68,0.43,0.14,0.38,0.16,0.49,0.28,0.48,0.69,0.87,0.92,0.95,0.59,0.07,0.94,0.33,0.96,0.64
 Growth Hacker - Mobile,NA,f,U414,1,0.16,0.74,0.88,0.22,0.68,0.67,0.7,0.06,0.55,0.56,0.09,0.34,0.82,0.69,0.51,0.45,0.83,0.47,0.14,0.63,0.05,0.21,0.04,NaN,0.68,0.33,0.43,0.89,0.22,0.81,0.51,0.22,0.11,0.57,0.41,0.01,0.72,0.54,0.61,0.64,0.55,0.27,0.75,0.78,0.07,0.72,0.85,0.89,0.16,0.29,0.32,0.49,0.35,0.77,0.59,0.93
Senior Data Science Manager m/f/d,67000,e,U415,1,0.37,0.26,0.1,0.02,0.24,0.83,0.95,0.01,0.45,0.84,0.19,1,0.89,0.53,0.28,0.07,0.78,NaN,0.12,0.34,0.45,0.65,0.85,NaN,0.03,0.48,0.43,0.48,0.8,0.35,0.15,0.76,0.43,0.89,0.42,0.51,0.61,0.41,0.39,0.98,0.5,0.8,0.11,0.21,0.71,0.58,NaN,0.65,0.33,0.95,0.34,0.74,0.41,0.12,0.62,0.32
Lead Brand Marketing Manager - New Ventures  m/f/d,NA,e,U416,1,0.13,0.23,0,0.44,NaN,0.72,0.18,0.78,0.68,0.63,0.34,0.09,0.51,0.33,0.49,0.64,0.29,0.7,0.06,0.84,0.01,0.56,0.11,0.52,0.15,0.26,0.46,0.15,0.18,0.63,0.05,0.21,0.31,0.9,0.57,0.32,0.22,0.66,0.83,0.76,0.53,0.28,0.68,0.71,0.8,0.06,0.85,0.73,0.5,0.04,0.99,0.35,0.48,0.94,0.06,0.94
Junior Sustainability Manager - France,NA,h,U417,0,0.83,0.78,0.79,0.37,0.95,0.27,0.95,0.44,0.1,0.38,0.31,0,0.12,0.93,0.05,0.79,0.07,0.27,0.14,0.06,0.74,0.12,0.75,NaN,0.05,0.6,0.75,0.63,0.57,0.9,0.91,0.81,0.51,0.74,0.91,0.14,0.1,0.87,0.7,0.09,0.43,0.48,0.37,0.08,0.08,0.33,0.69,0.72,0.42,0.47,0.52,0.65,0.93,0.46,0.51,0.54
Lead Performance Marketing Manager - Mobile (M/F/D),62000,a,U418,1,0.84,0.64,0.46,0.95,0.1,0.79,0.5,0.29,0.46,0.7,0.1,0.06,0.82,0.48,0.97,0.6,0.08,0.75,0.67,1,0.97,0.38,0.42,0.43,0.95,0.3,0.13,0.81,0.18,0.18,0.23,0.85,0.75,NaN,0.29,0.61,0.16,0.92,0.02,0.89,0.15,0.56,0.89,0.82,0.93,0.97,NaN,0.49,0.41,0.09,0.08,0.77,0.72,0.03,0.86,0.12
Lead SEO Manager (M/F/D),NA,b,U419,0,0.27,0.13,0.32,NaN,0.96,NaN,0.5,0.95,0.07,0.82,NaN,0.36,0.07,0.4,0.1,0.14,0.43,NaN,0.83,0.83,0.3,0.87,0.39,NaN,0.8,0.24,0.25,0.61,0.19,0.01,0.33,0.51,0.52,0.27,0.66,0.78,0.56,0.27,0.46,0.92,0.42,0,0.86,0.2,0.52,0.6,0.08,0.16,0.41,0.79,0.71,0.47,0.08,0.71,0.2,0.98
 Software Developer - (Remote) (M/F/D),56000,e,U420,1,0.55,0.24,0.4,0.53,0.17,0.24,NaN,0.54,0.89,0.4,0.1,0.81,0.01,0.68,NaN,0.98,0.01,0.91,0.17,0.8,0.95,0.94,0,0.3,0.83,0.99,0.86,0.54,0.44,0.85,0.95,0.04,0.23,0.54,0.69,0.68,0.85,0.94,0.77,0.16,0.5,0.95,0.5,0.78,0.23,0.92,0.07,0.96,0.88,0.07,0.83,0.6,0.57,0.07,0.17,0.74
 Software Developer - (Remote) (M/F/D),NA,d,U421,0,0.3,0.75,0.12,0.77,NaN,0.41,0.82,0.16,0.77,0.36,0.26,0.75,0.36,0.98,0.61,0.86,0.96,0.86,0.59,0.34,0.15,0.67,0.46,NaN,0.09,0.48,0.79,0.84,0.63,0.43,1,NaN,0.84,0.04,0.72,0.42,0.69,0.8,0.07,0.37,0.97,0.58,0.92,0.03,0.15,0.84,0.96,0.1,0.31,0.8,0.51,0.34,0.96,0.03,0.34,0.43
 Marketing Analyst - New Ventures ,NA,b,U422,0,0.49,0.42,0.27,0.43,0.45,0.85,0.57,0.35,0.22,0.53,0.34,0.66,0.4,0.48,NaN,0.08,0.92,NaN,0.91,0.75,0.84,0.81,0.55,NaN,0.48,0.08,0.48,0.44,0.03,0.44,0.14,0.47,0.45,0.98,0.38,0.18,0.4,0.52,0.71,0.36,0.74,0.97,0.27,0.69,0.87,0.22,0.43,0.36,0.18,0.23,0.42,0.07,0.07,0.93,0.68,0.98
Senior Frontend Engineer - (Remote) (m/f/d),52000,a,U423,1,0.92,0.02,0.56,0.63,0.44,0.15,0.77,0.76,0.08,0.74,0.13,0.48,0.6,0.09,0.82,0.59,0.72,NaN,NaN,0.1,0.28,0.09,0.26,NaN,0.2,0.28,0.59,0.46,0.79,0.5,0.13,0.11,0.52,0.26,0.5,0.87,0.8,0.42,0.81,0.23,0.81,0.63,0.23,0.77,0.96,0.46,0.27,0.8,0.38,0.75,0.99,0.44,0.63,0.39,0.88,0.84
 Big Data Analyst - (Internal Audit) (M/F/D),NA,d,U424,1,NaN,0.03,0.78,0.2,0.74,0.56,0.51,0.95,0.15,0.48,0.02,0.51,0.85,0.5,0.6,0.35,0.71,0.53,0.09,0.68,0.22,0.51,0.23,0.87,0.21,0.74,0.15,0.76,0.99,0.61,0.99,0.36,0.68,0.06,0.91,0.95,0.9,0.83,0.06,0.82,0.48,0.45,0.03,0.99,0.28,0.76,0.04,0.43,0.39,0.68,0.47,0.42,0,0.67,0.32,0.99
Senior Marketing Analyst - New Ventures ,NA,h,U425,0,0.09,0.73,0.21,0.05,0.32,0.26,0.96,0.12,0.71,NaN,NaN,0.65,0.86,0.46,0.29,0.39,0.11,NaN,0.7,0.78,0.23,0.48,0.4,NaN,0.81,0.72,0.39,0.39,0.12,0.63,0.19,0.97,0.77,0.82,0.69,0.4,0.1,0.73,0.83,0.76,0.17,0.14,0.17,0.64,0.41,0.16,0.88,0.11,0.76,0.15,0.61,0.67,0.57,0.49,0.32,0.95
Senior Product Analyst - Checkout,NA,f,U426,0,0.66,0.25,0.86,0.55,0.45,0.02,0.9,0.99,0.76,0.98,0.62,0.19,0.63,0.01,0.93,0.75,0.04,NaN,0.28,0.93,0.46,0.99,0.65,NaN,0.68,0.93,0.6,0.19,0.04,NaN,0.66,0.75,0.88,0.46,0.63,0.03,0.28,0.64,0.06,0.3,0.3,0.94,0.31,0.14,0.09,0.78,0.32,0.06,0.85,0.35,0.05,0.6,0.79,0.61,0.03,0.63
Senior Brand Manager - (Remote),NA,d,U427,1,0.38,0.36,0.99,0.16,0.09,0.47,0.96,0.77,0.84,0.48,0.26,0.09,0.19,0.19,0.42,0.76,0.74,0.94,0.49,0.79,0.29,0.19,0.8,NaN,0.06,0.85,0.01,NaN,0.76,0.72,0.33,0.7,0.18,0.37,0.96,0.03,0.71,NaN,0.09,0.34,0.59,0.28,0.78,0.89,0.3,0.08,0.38,0.91,0.96,0.24,0.08,0.57,0.13,0.32,0.47,0.21
Senior Reserch Scientist - NLP,NA,g,U428,0,0.95,0.78,0.42,0.51,0.04,0.72,0.66,0.41,0.37,0.79,0.12,0.57,0.35,0.29,0.8,0.19,0.7,NaN,0.23,0.73,0.37,0.18,0.24,NaN,0.92,0.53,0.58,0.47,0.91,0.5,0.23,0.96,0.97,0.32,0.85,0.23,0.75,0.74,0.32,0.04,0.04,0.65,0.56,0.42,0.53,0.05,0.02,0.6,0.59,0.3,0.52,0.05,0.02,0.68,0.9,0.57
Lead Product Manager -  Mobile,NA,g,U429,0,0.49,0.11,0.61,0.02,0.64,0.5,0.17,0.46,0.98,0.79,0.63,0.38,0.77,0.35,0.14,0.99,0.02,NaN,0.16,0.37,0.22,0.25,0.22,NaN,0.06,0.3,NaN,0.8,0.25,0.1,0.87,0.6,0.95,0.03,0.56,0.45,0.99,0.18,0.92,0.82,0.62,0.87,0.96,0.79,0.72,0.99,0.75,0.64,0.94,0.39,0.3,0.58,0.22,0.85,0.41,0.56
Lead Onboarding Manager,NA,a,U430,1,0.04,0.19,0.94,0.63,0.57,0.47,0.89,0.14,0.59,NaN,0.12,0.25,0.78,0.45,0.22,0.18,0.9,NaN,0.52,0.17,0.79,0.46,0.47,0.76,0.01,0.63,0.58,0.02,0.8,0.78,0.68,0.45,0.88,0.2,0.38,0.24,0.66,0.12,0.72,0.51,0.03,0.07,0.64,0.21,0.84,0.51,0.24,0.41,0.88,0.17,0.3,0.69,0.4,0.83,0.02,0.37
Senior Software Developer - (Remote),54000,e,U431,1,0.84,0.25,0.08,0.63,0.94,0.79,0.22,0.08,0.84,0.38,0.8,0.06,0.21,0.86,0.94,0.92,0.39,NaN,0.43,0,0.69,0.54,0.9,NaN,0.86,0.37,0.25,0.09,0.07,0.89,0.24,0.73,0.34,NaN,0.8,0.62,0.35,0.76,0.44,0.17,0.23,0.87,0.46,0.26,0.21,0.64,0.81,0.52,0.45,0.91,0.36,0.64,0.23,0.64,0.18,0.94
