,job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9,job_title_full_cat
255,Lead Offline Marketing Manager - New Ventures  m/f/d,0.0,a,U256,0.0,0.6,0.66,0.01,0.29,0.43,0.65,0.09,0.14,0.83,0.97,0.5,0.275,0.51,0.2,0.6000000000000001,0.82,0.73,,0.24,0.33,0.63,0.63,0.45,0.79,0.14,0.22,0.48,0.05,0.36,0.05,0.89,0.9,0.57,0.29,0.65,0.77,0.35,0.82,0.85,0.23,0.83,0.07,0.08,0.48,0.9,0.71,0.02,0.0,0.97,0.04,0.72,0.85,0.41,0.64,0.82,0.58,98.0
256,Junior Manager Policy Affairs - France,59000.0,b,U257,1.0,0.31,0.28,0.77,0.22,0.38,0.18,0.71,0.8,0.47,0.42,0.71,0.13,0.8,0.5,0.52,0.2,0.89,,0.68,0.91,0.1,0.61,0.99,0.3633333333333333,0.93,0.26,0.07,0.92,0.77,0.16,0.85,0.24,0.08,0.76,0.6,0.16,0.94,0.69,0.62,0.9,0.25,0.61,0.19,0.94,0.33,0.44,0.38,0.31,0.5,0.18,0.1,0.3,0.9,0.46,0.85,0.98,56.0
257,Lead Data Analyst - Pricing Team (m/f/d),0.0,c,U258,0.0,0.93,0.75,0.47,0.53,0.14,0.09,0.69,0.39,0.39,0.29,0.61,0.23,0.37,0.07,0.76,0.21,0.23,0.08,0.23,0.01,0.34,0.27,0.97,0.52,0.41,0.55,0.96,0.96,0.97,0.1,0.54,0.07,0.01,0.39,0.33,0.43,0.97,0.72,0.46,0.93,0.48,0.01,0.71,0.28,0.98,0.13,0.52,0.18,0.46,0.91,0.54,0.27,0.09,0.1,0.14,0.33,86.0
258,Lead Online Marketing Manager - (Remote) M/F/D,0.0,f,U259,1.0,0.53,0.98,0.33,0.52,0.18,0.97,0.4,0.66,0.57,0.39,0.35,0.09,0.52,0.44,0.8,0.55,0.96,0.4375,0.32,0.71,0.73,0.13,0.71,0.58,0.55,0.31,0.03,0.75,0.26,0.17,0.31,0.97,0.48,0.85,0.82,0.6,0.34,0.35,0.19,0.82,0.25,0.87,0.68,0.48,0.62,0.7,0.49,0.42,0.32,0.96,0.21,0.34,0.65,0.19,0.3961538461538462,0.95,100.0
259,Senior Marketing Analyst - New Ventures ,0.0,d,U260,1.0,0.23,0.18,0.83,0.78,0.74,0.52,0.11,0.34,0.19,0.46,0.85,0.29,0.62,0.82,0.34,0.9,0.43,0.4566666666666667,0.48,0.16,0.96,0.27,0.69,,0.1,0.63,0.06,0.59,0.27,0.17,0.89,1.0,0.53,0.94,0.86,0.29,0.67,0.77,0.59,0.9,0.16,1.0,0.9,0.19,0.88,0.77,0.57,0.23,0.35,0.0,0.09,0.13,0.41,0.62,0.78,0.79,135.0
260,Lead UI Designer - (Remote),55000.0,b,U261,1.0,0.49,0.34,0.74,0.67,0.92,0.29,0.85,0.19,0.1,0.75,0.76,0.03,0.34,0.86,0.77,0.09,0.92,0.36999999999999994,0.52,0.62,0.6,0.4,0.47,0.15,0.39,0.82,0.03,0.9,0.95,0.55,0.01,0.11,0.11,0.26,0.05,0.55,0.94,0.66,0.97,0.86,0.2,0.31,0.06,0.31,0.54,0.29,0.69,0.5,0.23,0.96,0.5,0.5,0.62,0.1,0.46,0.9,116.0
261,Junior Data Science Manager (m/f/d),0.0,f,U262,1.0,0.58,0.98,0.22,0.96,0.71,0.06,0.72,0.89,0.07,0.11,0.65,0.5,0.36,0.05,0.29,0.19,0.81,0.55,0.71,0.53,0.14,0.16,0.96,0.51,0.58,0.52,0.69,0.63,0.43,0.3,0.49,0.41,0.15,0.08,0.75,0.12,0.07,0.65,0.85,0.67,0.52,0.08,0.93,0.8,0.84,0.32,0.17,0.93,0.42,0.5457142857142857,0.5042857142857143,0.73,1.0,0.22,0.0,0.59,49.0
262,Junior Frontend Engineer - (Remote),57000.0,c,U263,0.0,0.7,0.51,0.42,0.47,0.64,0.54,0.98,0.06,0.75,0.33,0.07,0.44,0.61,0.16,0.17,0.99,0.42,0.94,0.95,0.55,0.43,0.84,0.52,,0.05,0.42800000000000005,0.74,0.38,0.04,0.95,0.59,0.59,0.04,0.12,0.17,0.54,0.18,0.69,0.19,0.8,0.64,0.87,0.47,0.15,0.47,0.9,0.86,0.89,0.26,0.52,0.86,0.61,0.8,0.72,0.52,0.24,51.0
263,Lead Data Science Manager - APAC,0.0,h,U264,1.0,0.89,0.21,0.29,0.49399999999999994,0.09,0.95,0.77,0.13,0.6,0.69,0.43,0.33,0.05,0.64,0.28,0.33,0.44,0.7366666666666667,0.45,0.53,0.89,0.98,0.98,0.375,0.53,0.37,0.02,0.87,0.78,0.49,0.78,0.75,0.92,0.04,0.5,0.59,0.16,0.69,0.08,0.6,0.43,0.62,0.98,0.73,0.78,0.97,0.91,0.69,0.36,0.52,0.41,0.14,0.23,0.24,0.7,0.45,88.0
264,Junior Sustainability Manager - France,0.0,b,U265,0.0,0.04,0.1,0.13,0.02,0.09,0.78,0.5,0.24,0.9,0.23,0.12,0.85,0.75,0.24,0.89,0.01,0.18,0.27,0.02,0.37,0.02,0.56,0.67,0.94,0.77,0.24,0.61,0.2,0.15,0.27,0.45,0.73,0.65,0.69,0.53,0.69,0.26,0.02,0.95,0.81,0.49,0.88,0.52,0.33,0.1,0.9,0.94,0.24,0.67,0.23,0.13,0.75,0.64,0.3,0.14,0.46,76.0
265,Lead Frontend Engineer,0.0,h,U266,0.0,0.51,0.87,0.85,0.55,0.54,0.79,0.8,0.64,0.01,0.72,0.39,0.04,0.75,0.72,0.79,0.58,0.8,0.1,0.98,0.25,0.96,0.88,0.17,0.05,0.64,0.79,0.31,0.59,0.73,0.31,0.93,0.42,0.3,0.91,0.84,0.32,0.05,0.63,0.76,0.0,0.79,0.93,0.83,0.44,0.82,0.72,0.26,0.26,0.5,0.92,0.67,0.0,0.2,0.13,0.95,0.29,90.0
266, Software Developer - (Remote) (M/F/D),0.0,g,U267,1.0,0.89,0.9,0.66,0.84,0.42,0.43,0.2,0.89,0.51,0.96,0.42,0.85,0.87,0.25,0.08,0.99,0.51,0.66,0.36,0.4,0.16,0.14,0.8,0.2,0.16,0.18,0.44,0.43,0.83,0.66,0.59,0.01,0.24,0.53,0.97,0.22,0.51,0.37,0.67,0.16,0.23,0.35,0.54,0.5279999999999999,0.99,0.11,0.82,0.26,0.28,0.96,0.17,0.92,0.357,0.49,0.2,0.82,35.0
267, Brand Manager (m/f/d),51000.0,g,U268,1.0,0.78,0.95,0.54,0.75,0.61,0.54,0.79,0.5,0.08,0.58,0.06,0.13,0.65,0.76,0.54,0.58,0.07,0.45,0.28,0.56,0.03,0.94,0.84,0.66,0.7,0.11,1.0,0.84,0.54,0.16,0.8,0.84,0.31,0.09,0.32,0.22,0.73,0.31,0.16,0.49,0.16,0.61,0.67,0.13,0.55,0.92,0.96,0.76,0.04,0.665,0.14,0.4,0.57,0.64,0.34,0.66,4.0
268,Senior SEO Manager - (Remote) (m/f/d),68000.0,h,U269,1.0,0.32,0.99,0.9,0.5,0.95,0.68,0.36,0.0,0.7,0.86,0.1,0.23,0.02,0.61,0.8,0.72,0.4,0.73,0.99,0.84,0.48,0.9,1.0,0.44,0.89,0.76,0.28,0.72,0.77,0.02,0.47,1.0,0.91,0.89,0.78,0.47,0.87,0.39,0.72,0.04,0.59,0.88,0.01,0.35,0.19,0.44,0.28,0.83,0.57,0.45,0.54,0.86,0.18,0.07,0.77,0.22,148.0
269,Lead Backend Developer - Deep Learning,0.0,d,U270,1.0,0.55,0.97,0.81,0.74,0.29,0.3,0.3,0.85,0.19,0.88,0.9,0.4,0.6,0.73,0.75,0.59,0.21,0.44,0.52,0.22,0.26,0.46,0.78,0.7866666666666667,0.24,0.41,0.48,0.67,0.57,0.08,0.47,0.75,0.91,0.29,0.21,0.85,0.31,0.43,0.17,0.11,0.08,0.72,0.92,0.17,0.68,0.05,0.58,0.99,0.52,0.44,0.33,0.18,0.47,0.31,0.49,0.36,79.0
270,Junior Machine Learning Engineer - Supplier Financing,0.0,a,U271,1.0,0.66,0.36,0.3,0.55,0.76,0.54,0.87,0.94,0.06,0.3,0.45,0.38,0.71,0.99,0.21,0.28,0.94,0.11,0.33,0.21,0.57,0.39,0.39,,0.24,0.34,0.25,0.14,0.39,0.96,0.77,0.14,0.34,0.655,0.4,0.66,0.16,0.25,0.5,0.98,0.12,0.9,0.18,0.83,0.42,0.14,0.55,0.42,0.38,0.92,0.55,0.26,0.91,0.06,0.43,0.67,54.0
271,Junior Performance Marketing Manager - (Remote),58000.0,b,U272,1.0,0.3,0.14,0.45,0.67,0.33,0.38,0.15,0.91,0.03,0.18,0.3,0.41,0.0,0.85,0.97,0.34,0.92,,0.36,0.3,0.31,0.85,0.69,0.74,0.45,0.94,0.33,0.0,0.03,0.8,0.92,0.93,0.55,0.75,0.97,0.86,0.73,0.56,0.55,0.3,0.0,0.41,1.0,0.48,0.29,0.63,0.8,0.25,0.54,0.42,0.69,0.89,0.57,0.64,0.02,0.76,63.0
272, Marketing Analyst - New Ventures ,63000.0,b,U273,1.0,0.27,0.89,0.75,0.2,0.8,0.25,0.95,0.84,0.95,0.34,0.91,0.05,0.63,0.04,0.53,0.61,0.49,0.8,0.68,0.98,0.67,0.25,0.87,0.89,0.71,0.01,0.08,0.98,0.37,0.31,0.66,0.67,0.23,0.43,0.27,0.54,1.0,0.61,0.08,0.27,0.96,0.61,0.28,0.88,0.14,0.13,0.45,0.75,0.56,0.7,0.85,0.46,0.71,0.3,0.16,0.29,18.0
273, Shop Manager - France,0.0,g,U274,1.0,0.77,0.57,0.9,0.32,0.72,0.23,0.38,0.86,0.85,0.44,0.63,0.09,0.8,0.81,0.76,0.24,0.98,0.43,0.73,0.66,0.97,0.04,0.23,0.33,0.12,0.51,0.99,0.11,0.53,0.59,0.5433333333333333,0.53,0.83,0.28,0.4275,0.91,0.05,0.92,0.56,0.71,0.55,0.96,0.6,0.5,0.15,0.08,0.88,0.58,0.96,0.49,0.75,0.12,0.17,0.93,0.65,0.63,34.0
274, Manager Policy Affairs - APAC,0.0,h,U275,0.0,0.67,0.82,0.87,0.31,0.06,0.31,0.4,0.9,0.7,0.45,0.87,0.04,0.82,0.35,0.41,0.48,0.23,,0.86,0.2,0.42,0.02,0.08,0.36,0.41,0.3,0.5,0.77,0.86,0.45,0.84,0.47,0.75,0.9,0.1,0.87,0.52,0.71,0.49,0.95,0.02,0.7,0.81,0.24,0.77,0.5,0.93,0.6,0.85,0.39,0.5,0.22,0.83,0.21,0.89,0.07,17.0
275, Data Scientist - Supplier Financing,0.0,h,U276,1.0,0.77,0.32,0.84,0.61,0.95,0.16,0.08,0.47,0.71,0.15,0.51,0.87,0.15,0.83,0.13,0.43,0.71,0.05,0.31,0.46,0.13,0.6,0.41,0.9,0.32,0.8,0.65,0.47,0.66,0.5,0.63,0.42,0.96,0.04,0.53,0.46,0.54,0.64,0.21,0.04,0.62,0.67,0.11,0.7,0.98,0.51,0.7,0.92,0.16,0.84,0.01,0.38,0.68,0.4,0.73,0.24,11.0
276,Lead AI Researcher - Deep Learning,0.0,c,U277,1.0,0.57,0.07,0.38,0.1,0.34,0.19,0.35,0.55,0.98,0.74,0.92,0.16,0.05,0.5,0.74,0.99,0.78,0.3,0.34,0.92,0.45916666666666667,0.03,0.54,0.37,0.47,0.72,0.74,0.84,0.5,0.81,0.47,0.42,0.56,0.94,0.23,0.31,0.33,0.59,0.41,0.05,0.12,0.0,0.44,0.05,0.11,0.32,0.07,0.97,0.79,0.11,0.44,0.34,0.85,0.19,0.31,0.62,78.0
277,Senior Growth Marketing Manager - (Remote),0.0,b,U278,1.0,0.57,0.39571428571428574,0.35,0.27,0.24,0.58,0.4,0.3,0.6257142857142857,0.83,0.68,0.91,0.65,0.64,0.1,0.36,0.17,0.6699999999999999,0.26,0.08,0.3,0.48,0.67,0.54,0.18,0.44,0.54,0.71,0.48,0.44,0.3,0.12,0.81,0.65,0.78,0.34,0.06,0.53,0.08,0.32,0.72,0.76,0.88,0.29,0.77,0.31,0.27,0.43,0.68,0.7,0.66,0.19,0.73,0.93,0.1,0.3,131.0
278,Senior Marketing Manager - New Ventures ,0.0,b,U279,0.0,0.44,0.68,0.38,0.95,0.61,0.54,0.36,0.86,0.5,0.65,0.5820000000000001,0.75,0.22,0.01,0.91,0.99,0.35,0.47000000000000003,0.32,0.28,0.29,0.54,0.75,0.95,0.92,0.87,0.61,0.83,0.51,0.58,0.87,0.43,0.82,0.34,0.61,0.53,0.6359999999999999,0.93,0.99,0.44,0.97,0.94,0.05,0.18,0.69,0.58,0.75,0.76,0.48,0.89,0.75,0.07,0.95,0.96,0.59,0.75,136.0
279,Junior Big Data Analyst - Pricing & Forecasting (M/F/D),0.0,h,U280,1.0,0.28,0.12,0.19,0.56,0.23,0.14,0.08,0.45,0.97,0.36,0.49,0.58,0.86,0.66,0.55,0.61,0.48,0.8533333333333332,0.82,0.56,0.91,0.16,0.19,0.87,0.59,0.81,0.61,0.48,0.57,0.61,0.66,0.56,0.68,0.41,0.81,0.22,0.81,0.02,0.36,0.17,0.89,0.39,0.3,0.96,0.32,0.34,0.26,0.91,0.5,0.71,0.73,0.54,0.44,0.63,0.98,0.53,42.0
280, Manager Policy Affairs - APAC,54000.0,c,U281,0.0,0.47,0.2,0.57,0.02,0.89,0.47,0.09,0.89,0.96,0.26,0.25,0.35,0.51,0.04,0.7,0.78,0.64,,0.33,0.7,0.16,0.7,0.42,0.36,0.28,0.5,0.65,0.87,0.22,0.14,0.05,0.83,0.65,0.81,0.04,0.28,0.9,0.96,0.65,0.45,0.48,0.28,0.94,0.01,0.2,0.85,0.61,0.29,0.16,0.42,0.31,0.16,0.24,0.19,0.93,0.48,17.0
281, SEO Marketeer - New Ventures ,0.0,g,U282,0.0,0.46,0.54,0.38,0.75,0.27,0.5,0.79,0.01,0.31,0.4166666666666667,0.54,0.16,0.98,0.325,0.21,0.53,0.43,0.93,1.0,0.16,0.66,0.6,0.45,,0.59,0.61,0.43,0.29,0.84,0.53,0.21,0.9,0.22,0.51,0.0,0.59,0.49,0.83,0.35,0.11,0.12,0.99,0.95,0.82,0.84,0.93,0.7,0.52,0.37,0.23,0.58,0.08,0.88,0.47,0.53,0.77,32.0
282,Senior SEO Marketing Manager - (Remote),62000.0,d,U283,1.0,0.22,0.96,0.63,0.16,0.7,0.23,0.6,0.31,0.45,1.0,0.9,0.89,0.01,0.03,0.19,0.39,0.61,0.67,0.36,0.15,0.54,0.55,0.24,0.455,0.43,0.47,0.44,0.13,0.4,0.54,0.26,0.53,0.35,0.16,0.03,0.07,0.52,0.33,0.45,0.57,0.95,0.17,0.25,0.03,0.0,0.62,0.66,0.42,0.72,0.71,0.95,0.47,0.07,0.23,0.2,0.69,150.0
283, Product / UX Engineer - NLP,0.0,e,U284,1.0,0.99,0.23,0.64,0.75,0.03,0.33,0.49,0.47,0.44,0.52,0.07,0.35,0.28,0.36,0.42,0.77,0.97,0.48833333333333334,0.69,0.51,0.34,0.57,0.76,0.41333333333333333,0.24,0.43,0.92,0.33,0.27,0.44,0.09,0.43,0.52,0.71,0.4,0.9,0.72,0.07,0.99,0.3,0.48,0.95,0.11,0.54,0.42,0.44,0.24,0.73,0.67,0.24,0.46,0.48,0.26,0.46,0.15,0.14,25.0
284,Junior Brand Marketing Manager - Mobile (M/F/D),67000.0,a,U285,1.0,0.23,0.68,0.27,0.4575,0.67,0.44,0.79,0.13,0.58,0.92,0.66,0.64,0.2,0.37,0.74,0.56,0.15,0.36,0.7,0.32,0.78,0.6,0.51,0.61,0.48,0.33,0.99,0.37,0.66,0.87,0.78,0.01,0.19,0.04,0.35,0.25,0.43,0.79,0.53,0.17,0.29,0.44,0.77,0.26,0.71,0.52,0.63,0.83,0.55,0.42,0.2,0.72,0.97,0.13,0.01,0.04,44.0
285,Lead Backend Developer - Deep Learning,0.0,c,U286,0.0,0.49,0.89,0.99,0.2,0.33,0.59,0.42,0.53,0.51,0.4,0.63,0.5175,0.82,0.43,0.6,0.29,0.52,,0.5,0.58,0.08,0.03,0.99,0.31,0.17,0.67,0.22,0.97,0.35,1.0,0.11,0.24,0.87,0.11,0.82,0.13,0.79,0.21,0.67,0.9,0.12,0.19,0.87,0.13,0.59,0.0,0.1,0.85,0.95,0.37,0.29,0.43,0.51,0.83,0.89,0.56,79.0
286,Junior Product Analyst - NLP,0.0,e,U287,1.0,0.55,0.51,0.11,0.7,0.9,0.74,0.47,0.02,0.58,0.13,0.65,0.98,0.29,0.36,0.63,0.22,0.19,0.75,0.09,0.13,0.87,0.94,0.86,0.25,0.5,0.74,0.29,0.56,0.84,0.01,0.56,0.18,0.55,0.58,0.39,0.01,0.21,0.7,0.98,0.37,0.3,0.11,0.9,0.25,0.81,0.81,0.31,0.58,0.16,0.51,0.21,0.38,0.27,0.65,0.61,0.92,65.0
287,Senior Online Marketing Manager - Mobile M/F/D,0.0,e,U288,0.0,0.14,0.54,0.0,0.68,0.84,0.67,0.53,0.36,0.64,0.5,0.23,0.68,0.85,0.69,0.43,0.4,0.7,0.8,0.68,0.41,0.8,0.19,0.48375,0.47,0.57,0.91,0.82,0.59,0.09,0.52,0.19,0.07,0.27,0.71,0.74,0.46,0.87,0.27,0.86,0.79,0.31,0.87,0.51,0.66,0.71,0.28,0.79,0.76,0.09,0.17,0.12,0.9,0.41,0.9,0.74,0.47,139.0
288,Senior Product Consultant - Pricing m/f/d,58000.0,d,U289,1.0,0.53,0.61,0.65,0.93,0.67,0.6,0.87,0.5,0.2,0.74,0.02,0.11,0.86,0.66,0.64,0.17,0.54,0.94,0.92,0.42,0.05,0.66,0.13,0.21,0.15,0.44,0.57,0.93,0.15,0.56,0.19,0.03,0.6,0.04,0.88,0.17,0.02,0.77,0.05,0.79,0.76,0.77,0.25,0.21,0.63,0.01,0.45,0.05,0.84,0.83,0.18,0.95,0.2,0.7,0.56,0.2,144.0
289, Sustainability Manager - APAC,0.0,c,U290,1.0,0.77,0.15,0.31,0.59,0.08,0.68,0.91,0.59,0.83,0.44,0.97,0.81,0.58,0.23,0.78,0.93,0.11,0.89,0.82,0.19,0.34,0.62,0.39,0.35,0.68,0.96,0.98,0.16,0.92,0.61,0.1,0.03,0.32,0.74,0.83,0.87,0.14,0.72,0.86,0.08,0.23,0.62,0.61,0.01,0.82,0.27,0.01,0.17,0.78,0.39,0.9,0.69,0.48,0.09,0.19,0.37875000000000003,37.0
290,Senior Growth Marketing Manager - (Remote),0.0,a,U291,1.0,0.33,0.35,0.39,0.14,0.61,0.73,0.67,0.06,0.64,0.78,0.6,0.06,0.65,0.61,0.96,0.38,0.13,0.54,0.34,0.73,0.15,0.72,0.9,0.93,0.62,0.8,0.86,0.89,0.4,0.99,0.06,0.74,0.69,0.49,0.58,0.78,0.93,0.87,0.47,0.48,0.04,0.98,0.19,0.01,0.07,0.31,0.47285714285714286,0.56,0.81,0.1,0.49,0.15,0.56,0.3,0.82,0.25,131.0
291, Brand Manager (m/f/d),0.0,b,U292,0.0,0.18,0.81,0.55,0.68,0.37,0.92,0.16,0.94,0.43,0.28,0.34,0.09,0.69,0.52,0.92,0.63,0.26,,0.76,0.78,0.77,0.48,0.73,,0.26,0.76,0.05,0.41,0.23,0.37,0.61,0.5,0.37,0.21,0.1,0.18,0.84,0.19,0.79,0.72,0.53,0.19,0.39,0.66,0.34,0.14,0.24,0.41,0.35,0.86,0.72,0.57,0.72,0.54,0.55,0.05,4.0
292,Junior Culture Manager - France,0.0,d,U293,0.0,0.36,0.02,0.12,0.4,0.2,0.51,0.64,0.72,0.83,0.94,0.04,0.75,0.44,0.03,0.25,0.94,0.05,0.775,0.21,0.92,0.5071428571428572,0.18,0.23,,0.95,0.71,0.93,0.66,0.72,0.67,0.76,0.54,0.29,0.36,0.49,0.07,0.65,0.95,0.56,0.28,0.49,0.54,0.1,0.78,0.3557142857142857,0.82,0.17,0.83,0.24,0.98,0.74,0.45,0.91,0.63,0.39,0.13,46.0
293,Lead Data Consultant - Supplier Financing m/f/d,0.0,e,U294,1.0,0.19,0.62,0.38,0.3,0.07,0.74,0.37,0.74,0.27,0.25,0.38,0.13,0.38,0.5,0.73,0.12,0.41,0.642,0.89,0.69,0.71,0.19,0.39,0.4,0.25,0.12,0.45,0.14,0.25,0.33,0.09,0.43,0.21,0.53,0.91,0.96,0.48,0.58,0.66,0.15,0.14,0.53,0.89,0.78,0.61,0.25,0.19,0.6750000000000002,0.1,0.47,0.81,0.52,0.74,0.69,0.64,0.39,87.0
294, Backend Engineer - (Remote),0.0,f,U295,1.0,0.07,1.0,0.67,0.34,0.57,0.75,0.74,0.72,0.45,0.33,0.55,0.33,0.34,0.8,0.74,0.32,0.28,0.09,0.22,0.05,0.91,0.36,0.63,0.3866666666666667,0.98,0.69,0.0,0.4,0.57,0.51,0.97,0.75,0.74,0.75,0.1,0.19,0.76,0.25,0.61,0.32,0.86,0.75,0.95,0.04,0.65,0.91,0.63,0.15,1.0,0.68,0.48,0.28,0.65,0.55,0.28,0.14,2.0
295,Junior Data Consultant - (Internal Audit),0.0,c,U296,1.0,0.64,0.67,0.58,0.59,0.85,0.1,0.01,0.65,0.69,0.78,0.52,0.09,0.49,0.66,0.25,0.73,0.71,0.47666666666666674,0.61,0.58,0.61,0.15,0.4,0.65,0.91,0.21,0.13,0.76,0.79,0.12,0.44,0.52,0.04,0.85,0.17,0.66,0.7,0.32,0.64,0.62,0.19,0.5,0.83,0.85,0.49,0.04,0.47,0.63,0.35,0.87,0.85,0.05,0.04,0.58,0.6,0.52,48.0
296, Product / UX Engineer - NLP,64000.0,c,U297,0.0,0.45,0.6,0.5,0.93,0.82,0.05,0.65,0.98,0.2,0.28,0.87,0.12,0.71,0.32,0.83,0.61,0.87,,0.14,0.8,0.21,0.24,0.45,,0.93,0.27,0.3,0.54,0.9,0.84,0.23,0.92,0.64,0.46,0.55,0.59,0.17,0.94,0.92,0.99,0.99,0.2,0.51,0.03,0.16,0.7,0.6,0.79,0.0,0.08,0.11,0.81,0.92,0.91,0.52,0.79,25.0
297,Junior Data Consultant - (Internal Audit),65000.0,f,U298,1.0,0.97,0.43,0.25,0.13,0.6149999999999999,0.67,0.62,0.05,0.49,0.69,0.76,0.13,0.32,0.8,0.47,0.53,0.43,0.2,0.61,0.35,0.24,0.23,0.96,0.5824999999999999,0.99,0.13,0.95,0.29,0.5,0.35,0.11,0.18,0.84,0.76,0.3,0.8,0.58,0.58,0.26,0.53,0.52,0.87,0.92,0.84,0.49,0.35,0.59,0.4,0.27,0.49499999999999994,0.73,0.42,0.76,0.05,0.94,0.18,48.0
298, Frontend Engineer - Deep Learning (m/f/d),69000.0,f,U299,0.0,0.96,0.77,0.71,0.75,0.46,0.34,0.24,0.26,0.42,0.39,0.82,0.06,0.5,0.6,0.07,0.9,0.93,,0.44,0.9,0.45,0.02,0.53,,0.71,0.17,0.64,0.68,0.27,0.9,0.42500000000000004,0.63,0.63,0.19,0.5,0.17,0.69,0.88,0.24,0.25,0.29,0.98,0.23,0.87,0.67,0.33,0.6,0.15,0.74,0.44,0.74,0.15,0.06,0.7,0.67,0.15,12.0
299, Product Analyst - Pricing & Forecasting (M/F/D),0.0,h,U300,0.0,0.49,0.93,0.77,0.19,0.15,0.08,0.81,0.24,0.36,0.93,0.21,0.41,0.43,0.82,0.64,0.13,0.09,,0.86,0.58,0.25,0.29,0.91,,0.13,0.86,0.16,0.14,0.55,0.45,0.41,0.1,0.9,0.57,0.25,0.64,0.29,0.81,0.81,0.62,0.3,0.71,0.57,0.53,0.05,0.9,0.81,0.12,0.22,0.03,0.09,0.76,0.26,0.6,0.59,0.54,26.0
300, Product Analyst - Pricing & Forecasting (M/F/D),57000.0,e,U301,1.0,0.95,0.88,0.98,0.03,0.24,0.4,0.94,1.0,0.98,0.92,0.26,0.21,0.07,0.44,0.19,0.66,0.41,0.83,0.54,0.54,0.13,0.89,0.19,0.6057142857142858,0.58,0.81,0.76,0.15,0.54,0.11,0.49,0.45,0.06,0.72,0.33,0.56,0.39,0.6,0.02,0.74,0.95,0.53,0.04,0.99,0.32,0.22,0.51,0.61,0.32,0.92,0.95,0.5,0.78,0.95,0.61,0.32,26.0
301,Lead Sustainability Manager - New Ventures,68000.0,c,U302,1.0,0.54,0.09,0.35,0.07,0.16,0.48,0.79,0.36,0.03,0.44,0.68,0.71,0.91,0.73,0.16,0.17,0.17,0.62,0.51,0.51,0.53,0.61,0.53,0.49000000000000005,0.79,0.29,0.51,0.55,0.58,0.03,0.73,0.93,0.36,0.22,0.1,0.33,0.35,0.39,0.76,0.51,0.35,0.22,0.09,0.61,0.92,0.39,0.11,0.03,0.7,0.18,0.55,0.95,0.71,0.96,0.37,0.35,115.0
302,Lead Product Manager -  Mobile,0.0,a,U303,0.0,0.98,0.1,0.33,0.22,0.39,0.51,0.23,0.74,0.01,0.34,0.51,0.48,0.07,0.44,0.01,0.7,0.93,,0.83,0.26,0.44,0.59,0.67,,0.58,0.3,0.58,0.03,0.28,0.89,0.32,0.58,0.57,0.99,0.34,0.37,0.44,0.86,0.3,0.9,1.0,0.18,0.23,0.05,0.43,0.39,0.48,0.7,0.58,0.42,0.7,1.0,0.65,0.63,0.16,1.0,106.0
303, UI Designer m/f/d,0.0,a,U304,1.0,0.34,0.41,0.81,0.42,0.12,0.44,0.18875000000000003,0.425,0.48,0.67,0.88,0.95,0.62,0.77,0.58,0.59,0.3,0.6725,0.89,0.9,0.89,0.36,0.54,0.68,0.61,0.87,0.87,0.38,0.45,0.82,0.57,0.64,0.18,0.1,0.13,0.24,0.74,0.46,0.02,0.7,0.31,0.22,0.99,0.62,0.57,0.1,0.56,0.83,0.78,0.07,0.78,0.45,0.33,0.58,0.12,0.93,38.0
304,Junior Culture Manager - France,66000.0,d,U305,0.0,0.75,0.65,0.48,0.13,0.96,0.05,0.08,0.27,0.3,0.9,0.2,0.8,0.98,0.62,0.44,0.26,0.83,0.775,0.55,0.77,0.35,0.25,0.27,,0.82,0.38,0.41,0.51,0.9,0.08,0.79,0.64,0.23,0.43,0.46,0.15,0.83,0.11,0.21,0.14,0.94,0.4,0.54,0.13,0.17,0.26,0.15,0.04,0.15,0.33,0.12,0.23,0.82,0.34,0.9,0.17,46.0
305, Marketing Manager - (Remote) m/f/d,60000.0,g,U306,1.0,0.96,0.98,0.75,0.87,0.24,0.42,0.46,0.84,0.15,0.6514285714285715,0.21,0.22,0.48,0.08,0.21,0.63,0.09,0.53,0.23,0.37,0.04,0.21,0.12,0.09000000000000001,0.38,0.03,0.67,0.37,0.13,0.12,0.78,0.81,0.99,0.98,0.62,0.54,0.85,0.38,0.2,0.56,0.05,0.69,0.66,0.87,0.46,0.71,0.24,0.09,0.45,0.59,0.41,0.64,0.77,0.08,0.38,0.05,19.0
306,Lead SEO Marketing Manager - New Ventures ,0.0,c,U307,1.0,0.96,0.76,0.96,0.95,0.09,0.92,0.3,0.81,0.76,0.39,0.16,0.7,0.09,0.38,0.73,0.55,0.2,0.62,0.01,0.83,0.35,0.19,0.31,0.92,0.51,0.09,0.29,0.04,0.12,0.41,0.73,0.41,0.92,0.93,0.85,0.39,0.17,0.45,0.03,0.36,0.39,0.43,0.33,0.93,0.83,0.88,0.58,0.44,0.4,0.69,0.82,0.94,0.7,0.1,0.41,0.98,111.0
